name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Naho Sugiyuma,Sugi Rock,12,5,0,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0
George Sullivan,The Silencer,17,7,0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
Amar Suloev,,24,7,0,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed Sultanakhmedov,,18,6,0,"6' 2""",185 lbs.,--,Southpaw,--,0.00,0%,2.40,42%,9.00,100%,0%,9.0
Justin Sumter,,7,3,0,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0
Sumudaerji,The Tibetan Eagle,16,6,0,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",4.64,54%,2.73,61%,0.29,100%,66%,0.6
Rama Supandhi,Hellboy,8,4,0,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991",2.20,42%,3.53,48%,1.00,11%,0%,0.0
Aji Susilo,,6,4,0,"5' 10""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Suttie,Nobunaga,0,1,0,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0.00,0%,0%,0.0
Joel Sutton,,2,4,1,"5' 11""",205 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chad Sutton,,2,2,0,"6' 1""",185 lbs.,--,,"Aug 07, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danilo Suzart,,9,2,0,"6' 0""",260 lbs.,--,Orthodox,"Dec 04, 1991",4.09,55%,11.73,51%,0.00,0%,0%,0.0
Martin Svensson,,15,6,0,"6' 1""",155 lbs.,--,,"Apr 25, 1985",2.02,38%,5.91,38%,0.00,0%,0%,0.0
Daniel Swain,,20,10,1,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",0.80,44%,3.20,40%,0.00,0%,0%,6.0
Cub Swanson,,29,13,0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.70,50%,3.84,59%,1.09,52%,61%,0.4
Mike Swick,Quick,15,6,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
Floyd Sword,,12,3,0,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0
Oumar Sy,,10,0,0,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",0.00,0%,0.81,25%,8.07,66%,0%,4.0
Bentley Syler,Bolivia,5,1,0,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0
Kevin Syler,El Nino Bala,10,1,0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.60,69%,4.03,48%,1.00,40%,77%,2.0
Leo Sylvest,Lethal,10,16,0,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",0.00,0%,6.58,27%,0.00,0%,0%,0.0
Tony Sylvester,,11,3,0,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0.00,0%,10.12,12%,0.00,0%,0%,0.0
Tim Sylvia,The Maine-iac,31,10,0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
Kevin Szaflarski,,11,2,0,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",1.13,28%,8.07,30%,0.00,0%,0%,0.0
Osamu Tachihikari,,0,4,0,"6' 5""",300 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amber Tackett,,1,3,0,--,115 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eugenio Tadeu,,2,3,0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin Tafa,Bad Man,7,4,0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.09,54%,5.02,47%,0.00,0%,50%,0.0
Junior Tafa,The Juggernaut,5,2,0,"6' 3""",240 lbs.,"75""",Orthodox,"Sep 21, 1996",1.81,40%,1.86,50%,0.00,0%,81%,0.0
Khalid Taha,The Warrior,13,5,0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0.00,0%,61%,0.2
Joe Taimanglo,The Juggernaut,23,7,1,"5' 4""",135 lbs.,--,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4
Tatsuro Taira,,16,0,0,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",3.56,65%,1.70,47%,2.35,47%,62%,2.1
Mairbek Taisumov,Beckan,27,6,0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0
Nobuhiko Takada,,2,6,2,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0
Yoshiki Takahashi,Kazuo,30,27,3 (1 NC),"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0.00,0%,66%,2.3
Yoko Takahashi,,15,12,2,"5' 8""",150 lbs.,--,,"Apr 20, 1973",5.11,54%,8.78,48%,0.00,0%,0%,0.0
Daiju Takase,,12,15,2,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
Hiroyuki Takaya,Streetfight Bancho,21,14,2,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0
Yoshihiro Takayama,,1,4,0,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0
Makoto Takimoto,,6,5,0,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1
Oleg Taktarov,The Russian Bear,17,5,2,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Payton Talbott,,8,0,0,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",8.05,54%,3.58,51%,0.00,0%,90%,0.5
Nordine Taleb,,15,7,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0
Murtaza Talha,,6,1,0,"6' 0""",205 lbs.,"74""",Orthodox,"Jul 10, 1996",4.91,58%,8.29,30%,0.00,0%,100%,0.0
Tsuyoshi Tamakairiki,,0,3,0,"6' 0""",220 lbs.,--,Orthodox,--,0.00,0%,26.67,50%,0.00,0%,0%,0.0
Eli Tamez,Tomahawk,10,0,0,"5' 7""",135 lbs.,--,,"Aug 22, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kiyoshi Tamura,,32,13,3,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
Akitoshi Tamura,The Ironman,21,18,2,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0.00,0%,20%,1.0
Issei Tamura,,10,8,0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0
Jason Tan,,5,3,0,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0
Akihito Tanaka,Kinniku Mantaro,2,2,0,--,--,--,Southpaw,--,0.19,50%,2.05,38%,5.59,66%,0%,0.0
Michinori Tanaka,,11,3,0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2
Evan Tanner,,32,8,0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
Kasey Tanner,,6,1,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992",6.60,50%,6.67,63%,2.00,33%,0%,0.0
Otar Tanzilov,,9,0,0,--,135 lbs.,--,,"Apr 09, 1998",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Manny Tapia,The Mangler,12,14,1,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
Gary Tapusoa,,8,3,0,"5' 7""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Miesha Tate,Cupcake,20,9,0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",2.62,45%,2.98,51%,2.02,31%,55%,1.3
Deividas Taurosevicius,,17,5,0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3
Thiago Tavares,,21,7,1,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5
Jeremy Tavares,,1,6,0,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad Tavares,,20,10,0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.38,43%,3.15,55%,0.78,26%,81%,0.0
Ramon Taveras,The Savage,10,2,0,"5' 8""",135 lbs.,"70""",Southpaw,"Jan 09, 1994",4.63,45%,5.41,65%,0.00,0%,100%,0.0
Paul Taylor,Relentless,11,6,1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
Jesse Taylor,JT Money,31,15,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
Torrance Taylor,,13,8,1,"5' 7""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Louis Taylor,Handgunz,13,4,0,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0
Anthony Taylor,Pretty Boy,1,3,0,"5' 7""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danielle Taylor,Dynamite,9,4,0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2
J.T Taylor,The Outlaw,7,7,0,"5' 10""",--,--,,--,3.17,80%,3.70,26%,3.96,100%,0%,7.9
James Te Huna,,16,9,0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
Shawn Teed,,5,2,0,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992",1.40,42%,13.31,21%,0.00,0%,0%,0.0
Glover Teixeira,,33,9,0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9
John Teixeira,Macapa,21,2,2,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7
Ewerton Teixeira,,3,1,0,"6' 1""",242 lbs.,--,,"Feb 13, 1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0
Talisson Teixeira,Xicao,6,0,0,--,265 lbs.,--,,"Dec 07, 1999",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tra Telligman,Trauma,7,5,1,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0
Taneisha Tennant,Triple Threat,5,1,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.40,71%,0.00,0%,100%,0.0
Herman Terrado,,15,3,1,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dave Terrel,The Bionic,7,7,0,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",2.62,43%,2.80,48%,3.28,38%,100%,0.0
David Terrell,The Soul Assassin,6,2,0,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
James Terry,Intensity,19,9,0,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0
Jeff Terry,,2,3,0,"6' 2""",205 lbs.,--,,--,1.09,50%,9.27,19%,0.00,0%,100%,0.0
David Teymur,,8,2,0,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
Daniel Teymur,Kid Dynamite,7,4,0,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
Motonobu Tezuka,,28,12,7,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5
Jason Thacker,,0,1,0,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0
Brandon Thatch,Rukus,11,5,0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7
Elias Theodorou,The Spartan,16,3,0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,42%,2.39,53%,1.27,28%,59%,0.0
Nik Theotikos,,6,2,0,--,185 lbs.,--,Orthodox,--,0.00,0%,5.48,19%,0.00,0%,0%,4.8
Paulo Thiago,,18,9,0,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
Din Thomas,Dinyero,26,9,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2
Ryan Thomas,The Tank Engine,20,8,0,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2
Noah Thomas,,14,7,0,"5' 9""",135 lbs.,--,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0.00,0%,0%,1.3
Joel Thomas,The NIce Guy,5,2,0,"5' 10""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Treston Thomison,,10,6,0,"5' 8""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nick Thompson,The Goat,38,14,1,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6
James Thompson,The Colossus,20,16,0 (1 NC),"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3
Oli Thompson,,17,10,0,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.00,0%,50%,0.5
Stephen Thompson,Wonderboy,17,7,1,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.11,46%,3.03,54%,0.26,41%,65%,0.0
Josh Thomson,The Punk,22,9,0 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
Simeon Thoresen,The Grin,17,6,1,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
Josh Thornburg,,8,8,0,"6' 0""",170 lbs.,--,,"May 24, 1984",1.20,50%,3.13,38%,2.00,66%,42%,2.0
Gleison Tibau,,33,14,0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
Chris Tickle,BadBoy,9,9,0,"5' 9""",155 lbs.,--,,"Feb 01, 1982",1.07,40%,1.13,43%,1.00,25%,20%,2.0
Nolan Ticman,,4,3,0,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0
Darren Till,The Gorilla,18,5,1,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.30,46%,3.31,56%,0.55,46%,69%,0.0
Brett Tillis,,0,0,0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Denis Tiuliulin,,10,9,0 (1 NC),"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",4.50,41%,6.15,36%,0.00,0%,73%,0.0
Ryan Tobar,,3,3,0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andrew Todhunter,The Sniper,8,0,0,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dusko Todorovic,Thunder,12,4,0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",5.54,57%,4.55,46%,0.96,12%,45%,0.0
Tuco Tokkos,,10,4,0,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",3.26,43%,4.57,45%,1.96,100%,33%,0.0
Hideo Tokoro,,34,29,2,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3
Anatoly Tokov,,25,2,0,"5' 10""",185 lbs.,--,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0.0
Kazuki Tokudome,,18,7,1,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0
Puja Tomar,Cyclone,9,4,0,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993",6.33,47%,5.60,44%,0.00,0%,100%,0.0
Tyler Toner,,15,7,0 (1 NC),"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0.00,0%,54%,0.4
James Toney,Lights Out,0,1,0,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968",0.00,0%,2.41,27%,0.00,0%,0%,0.0
Masanori Tonooka,,1,2,0,"5' 8""",185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0.00,0%,0%,0.0
Carl Toomey,,3,3,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ilia Topuria,El Matador,15,0,0,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",4.40,46%,3.35,65%,1.92,56%,92%,1.3
Anthony Torres,The Crush,5,3,0,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2
Miguel Torres,,44,9,0,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.00,0%,17%,1.6
Ronys Torres,,35,5,0,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.00,47%,16%,0.5
Haven Torres,,0,0,0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alex Torres,Rolo,5,4,0,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0
Abram Torres,,4,3,0,"5' 10""",170 lbs.,--,,"Oct 29, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Torres,Shorty,8,1,0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0
Desmond Torres,,7,2,0,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",4.80,64%,11.78,48%,0.00,0%,100%,0.0
Manuel Torres,El Loco,15,2,0,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",8.14,58%,3.15,56%,3.26,66%,88%,1.6
Eduardo Torres Caut,Cyborg,16,2,0,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995",1.10,34%,1.24,65%,2.06,33%,50%,0.0
Salim Touahri,Grizzly,10,4,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.60,46%,2.87,58%,0.00,0%,83%,0.0
Dequan Townsend,The Tarantula,21,12,0,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.00,0%,46%,0.0
Minoru Toyonaga,,2,5,0,"5' 11""",195 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Slim Trabelsi,,5,0,0,"6' 3""",235 lbs.,--,,"May 09, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Roberto Traven,Spider,6,4,1,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.00,0%,0%,0.0
Bryan Travers,,15,4,0,--,155 lbs.,--,,"Apr 11, 1983",2.33,48%,3.93,55%,2.00,28%,63%,0.0
Alexander Trevino,,7,7,0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Francisco Trevino,Sitkayan,13,3,0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0.0
Angelo Trevino,Baby Monsta,7,3,0,"5' 11""",170 lbs.,--,Switch,"Jun 10, 1993",5.19,54%,3.90,47%,0.00,0%,100%,0.0
Frank Trigg,Twinkle Toes,21,9,0,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.90,56%,2.35,47%,75%,0.8
Francisco Trinaldo,Massaranduba,28,9,0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5
Damien Trites,The Omen,7,6,0,"5' 11""",165 lbs.,--,,"Aug 23, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael Trizano,The Lone Wolf,11,3,0,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",3.63,53%,4.40,50%,0.36,66%,72%,0.5
Antonio Trocoli,Malvado,12,3,0 (1 NC),"6' 5""",185 lbs.,"82""",Orthodox,"Dec 06, 1990",1.27,71%,4.56,25%,3.80,100%,100%,3.8
Tor Troeng,The Hammer,16,7,1,"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3
Aaron Trujillo,,0,1,0,"5' 5""",125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Reynaldo Trujillo,The Truth,21,19,0,"5' 9""",155 lbs.,--,,"Jan 01, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Abel Trujillo,Killa,15,8,0 (1 NC),"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
Arman Tsarukyan,Ahalkalakets,22,3,0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.79,48%,1.84,53%,3.25,37%,75%,0.0
Rei Tsuruya,,9,0,0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",2.93,62%,1.44,44%,6.84,54%,50%,4.0
Chris Tuchscherer,The Crowbar,21,4,0 (1 NC),"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6
Jon Tuck,Super Saiyan,10,5,0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.00,40%,3.74,60%,0.42,33%,50%,1.0
Gavin Tucker,Guv'nor,13,3,0,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.29,44%,4.18,57%,3.13,44%,53%,1.5
Jumabieke Tuerxun,The Wild Wolf,19,4,1,"5' 7""",135 lbs.,--,Orthodox,"Apr 17, 1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9
Tom Tuggle,The Law,0,3,0,"6' 2""",250 lbs.,--,Orthodox,--,0.00,0%,2.14,0%,32.14,100%,0%,0.0
Blair Tugman,,10,6,0,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.50,60%,0%,0.0
Tai Tuivasa,Bam Bam,15,7,0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",3.96,49%,5.05,43%,0.00,0%,57%,0.0
Zubaira Tukhugov,Warrior,20,6,1,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",3.17,39%,3.07,63%,2.13,39%,100%,0.0
Teila Tuli,,0,1,0,"6' 0""",430 lbs.,--,Orthodox,"Jun 14, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marco Tulio,Matuto,10,1,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",3.20,48%,2.20,52%,2.00,25%,0%,1.0
Nyamjargal Tumendemberel,Art of Knockout,8,0,0,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",4.43,44%,3.62,45%,4.68,38%,14%,3.7
Albert Tumenov,Einstein,18,4,0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0
Ricky Turcios,,13,4,0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",4.63,37%,3.34,55%,0.89,25%,45%,0.5
Anton Turkalj,The Pleasure Man,8,4,0,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",2.45,42%,3.42,54%,4.98,41%,16%,0.0
Wellington Turman,The Prodigy,18,8,0,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",3.23,51%,4.17,45%,1.55,20%,42%,0.8
Courtney Turner,,0,3,0,"6' 2""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jalin Turner,The Tarantula,14,8,0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.60,48%,4.57,41%,0.79,55%,74%,1.1
Austin Tweedy,,8,2,0,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0.00,0%,0%,0.0
Marcin Tybura,Tybur,25,8,0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.60,48%,3.35,55%,1.43,33%,79%,0.1
Takeru Uchida,,6,1,0,"5' 5""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",0.00,0%,0.00,0%,0.00,0%,0%,4.4
Alberto Uda,,12,2,0,"6' 3""",185 lbs.,--,Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0.0
Ryuki Ueyama,,12,18,5 (1 NC),"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976",0.13,21%,1.40,46%,0.50,100%,0%,1.5
Christian Uflacker,,5,0,0,"5' 11""",170 lbs.,--,,"Aug 04, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andy Uhrich,,11,6,0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tagir Ulanbekov,,15,2,0,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.22,45%,3.30,51%,3.71,46%,61%,2.1
