name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Alex Da Silva,Leko,21.0,4.0,0,"5' 8""",155 lbs.,"73""",Orthodox,4-Feb-96,2.14,46%,2.52,56%,1.97,43%,76%,0.3,,,,,,,,,,,,,,,,,,,,left_only,21,4,0,"5' 8""",155 lbs.,"73""",Orthodox,4-Feb-96,2.14,46%,2.52,56%,1.97,43%,76%,0.3
Alex Dunworth,-,2.0,2.0,0 (1 NC),"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,2,0 (1 NC),"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,0.0,0%,50%,0.0
Alex Enlund,-,14.0,2.0,0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,27-May-87,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,2,0 (1 NC),"5' 10""",145 lbs.,--,Orthodox,27-May-87,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alex Gilpin,-,11.0,1.0,0,"5' 7""",145 lbs.,--,Orthodox,26-Mar-92,6.8,54%,12.29,42%,2.17,25%,0%,2.2,,,,,,,,,,,,,,,,,,,,left_only,11,1,0,"5' 7""",145 lbs.,--,Orthodox,26-Mar-92,6.8,54%,12.29,42%,2.17,25%,0%,2.2
Alex Higley,-,4.0,3.0,0,"5' 10""",145 lbs.,--,,--,0.29,100%,1.74,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"5' 10""",145 lbs.,--,,--,0.29,100%,1.74,60%,0.0,0%,0%,0.0
Alex Huddleston,The Shaved Gorilla,6.0,2.0,0,"6' 7""",254 lbs.,--,,11-Aug-86,2.47,42%,2.59,67%,0.0,0%,0%,0.9,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"6' 7""",254 lbs.,--,,11-Aug-86,2.47,42%,2.59,67%,0.0,0%,0%,0.9
Alex Hunter,-,2.0,0.0,0,"5' 9""",226 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,0,0,"5' 9""",226 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alex Karalexis,The Assassin,10.0,6.0,0,"5' 8""",155 lbs.,"66""",Orthodox,20-Sep-77,2.57,42%,2.39,54%,2.7,45%,86%,0.9,,,,,,,,,,,,,,,,,,,,left_only,10,6,0,"5' 8""",155 lbs.,"66""",Orthodox,20-Sep-77,2.57,42%,2.39,54%,2.7,45%,86%,0.9
Alex Morono,The Great White,23.0,9.0,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,5.02,41%,4.17,58%,0.34,22%,50%,0.3,,,,,,,,,,,,,,,,,,,,left_only,23,9,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,5.02,41%,4.17,58%,0.34,22%,50%,0.3
Alex Nicholson,The Spartan,7.0,4.0,0,"6' 4""",185 lbs.,"77""",Orthodox,2-May-90,4.12,43%,4.65,47%,0.0,0%,50%,0.5,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"6' 4""",185 lbs.,"77""",Orthodox,2-May-90,4.12,43%,4.65,47%,0.0,0%,50%,0.5
Alex Perez,-,24.0,7.0,0,"5' 6""",125 lbs.,"65""",Orthodox,21-Mar-92,4.67,48%,3.14,60%,2.84,44%,77%,1.3,,,,,,,,,,,,,,,,,,,,left_only,24,7,0,"5' 6""",125 lbs.,"65""",Orthodox,21-Mar-92,4.67,48%,3.14,60%,2.84,44%,77%,1.3
Alex Ricci,-,10.0,5.0,0,"5' 11""",155 lbs.,--,Orthodox,21-Jul-82,2.48,41%,2.53,64%,0.0,0%,64%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,5,0,"5' 11""",155 lbs.,--,Orthodox,21-Jul-82,2.48,41%,2.53,64%,0.0,0%,64%,0.0
Alex Schoenauer,-,15.0,10.0,0,"6' 3""",185 lbs.,--,Orthodox,5-May-76,1.22,40%,2.27,42%,0.0,0%,22%,4.9,,,,,,,,,,,,,,,,,,,,left_only,15,10,0,"6' 3""",185 lbs.,--,Orthodox,5-May-76,1.22,40%,2.27,42%,0.0,0%,22%,4.9
Alex Stiebling,The Brazilian Killa,19.0,11.0,1 (1 NC),"6' 2""",205 lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7,,,,,,,,,,,,,,,,,,,,left_only,19,11,1 (1 NC),"6' 2""",205 lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7
Alex Zuniga,-,6.0,3.0,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alexa Grasso,-,16.0,3.0,1,"5' 5""",125 lbs.,"66""",Orthodox,9-Aug-93,4.67,43%,3.95,58%,0.41,45%,59%,0.6,,,,,,,,,,,,,,,,,,,,left_only,16,3,1,"5' 5""",125 lbs.,"66""",Orthodox,9-Aug-93,4.67,43%,3.95,58%,0.41,45%,59%,0.6
Alexander Crispim,-,8.0,6.0,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,6,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alexander Morgan,The Chess Master,11.0,5.0,0,"5' 10""",145 lbs.,"71""",Orthodox,14-May-91,3.71,44%,2.78,47%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,5,0,"5' 10""",145 lbs.,"71""",Orthodox,14-May-91,3.71,44%,2.78,47%,0.0,0%,0%,0.0
Alexander Munoz,-,7.0,2.0,0,"5' 9""",155 lbs.,"72""",Switch,27-Feb-90,3.7,42%,4.73,55%,3.0,40%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"5' 9""",155 lbs.,"72""",Switch,27-Feb-90,3.7,42%,4.73,55%,3.0,40%,100%,0.0
Alexander Otsuka,The Diet Butcher,5.0,13.0,0,"6' 1""",205 lbs.,--,Orthodox,17-Jul-71,0.9,55%,1.16,51%,1.51,43%,53%,0.8,,,,,,,,,,,,,,,,,,,,left_only,5,13,0,"6' 1""",205 lbs.,--,Orthodox,17-Jul-71,0.9,55%,1.16,51%,1.51,43%,53%,0.8
Alexander Poppeck,-,9.0,3.0,0,"6' 2""",205 lbs.,--,Orthodox,6-Apr-92,4.01,57%,9.81,33%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,3,0,"6' 2""",205 lbs.,--,Orthodox,6-Apr-92,4.01,57%,9.81,33%,0.0,0%,0%,0.0
Alexander Sarnavskiy,Tiger,35.0,6.0,0,"5' 11""",155 lbs.,--,,17-Jan-89,1.43,66%,2.06,42%,0.0,0%,75%,0.0,,,,,,,,,,,,,,,,,,,,left_only,35,6,0,"5' 11""",155 lbs.,--,,17-Jan-89,1.43,66%,2.06,42%,0.0,0%,75%,0.0
Alexander Shlemenko,Storm,56.0,9.0,0 (1 NC),"5' 11""",185 lbs.,--,,20-May-84,4.36,60%,1.71,63%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,56,9,0 (1 NC),"5' 11""",185 lbs.,--,,20-May-84,4.36,60%,1.71,63%,0.0,0%,0%,0.0
Alexander Soldatkin,-,14.0,4.0,0,"6' 2""",250 lbs.,"75""",Orthodox,10-Jun-93,1.16,60%,1.35,26%,1.45,50%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,4,0,"6' 2""",250 lbs.,"75""",Orthodox,10-Jun-93,1.16,60%,1.35,26%,1.45,50%,50%,0.0
Alexander Trevino,-,7.0,7.0,0,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,7,0,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alexandre Franca Nogueira,Pequeno,18.0,6.0,3,"5' 7""",145 lbs.,--,Orthodox,15-Jan-78,0.6,20%,4.18,57%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,6,3,"5' 7""",145 lbs.,--,Orthodox,15-Jan-78,0.6,20%,4.18,57%,0.0,0%,0%,0.0
Alexandru Lungu,-,14.0,4.0,0,"6' 0""",385 lbs.,--,Orthodox,3-Sep-74,3.61,66%,7.22,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,4,0,"6' 0""",385 lbs.,--,Orthodox,3-Sep-74,3.61,66%,7.22,40%,0.0,0%,0%,0.0
Alexis Davis,-,21.0,11.0,0,"5' 6""",135 lbs.,"68""",Orthodox,4-Oct-84,4.63,49%,4.45,54%,0.95,44%,34%,0.7,,,,,,,,,,,,,,,,,,,,left_only,21,11,0,"5' 6""",135 lbs.,"68""",Orthodox,4-Oct-84,4.63,49%,4.45,54%,0.95,44%,34%,0.7
Alfonso Alcarez,-,1.0,3.0,1,"5' 3""",145 lbs.,--,,10-Jun-70,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,3,1,"5' 3""",145 lbs.,--,,10-Jun-70,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Alfred Khashakyan,The Fearless,8.0,3.0,0,"5' 8""",135 lbs.,"70""",Orthodox,17-Jul-88,6.14,42%,6.38,40%,3.54,25%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 8""",135 lbs.,"70""",Orthodox,17-Jul-88,6.14,42%,6.38,40%,3.54,25%,0%,0.0
Ali AlQaisi,The Royal Fighter,8.0,5.0,0,"5' 6""",135 lbs.,"68""",Orthodox,23-Sep-90,2.43,42%,1.97,56%,3.5,29%,60%,1.0,,,,,,,,,,,,,,,,,,,,left_only,8,5,0,"5' 6""",135 lbs.,"68""",Orthodox,23-Sep-90,2.43,42%,1.97,56%,3.5,29%,60%,1.0
Aliev Makhmud,-,0.0,1.0,0,"5' 6""",195 lbs.,--,Southpaw,13-Feb-70,1.12,30%,2.24,36%,2.1,50%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 6""",195 lbs.,--,Southpaw,13-Feb-70,1.12,30%,2.24,36%,2.1,50%,0%,0.0
Allan Goes,-,10.0,5.0,2,"6' 0""",205 lbs.,--,Orthodox,20-Apr-71,0.64,52%,1.35,41%,1.75,40%,0%,2.6,,,,,,,,,,,,,,,,,,,,left_only,10,5,2,"6' 0""",205 lbs.,--,Orthodox,20-Apr-71,0.64,52%,1.35,41%,1.75,40%,0%,2.6
Allan Nascimento,Puro Osso,20.0,6.0,0,"5' 8""",125 lbs.,"69""",Orthodox,11-Sep-91,3.21,61%,2.28,50%,1.55,26%,16%,0.9,,,,,,,,,,,,,,,,,,,,left_only,20,6,0,"5' 8""",125 lbs.,"69""",Orthodox,11-Sep-91,3.21,61%,2.28,50%,1.55,26%,16%,0.9
Allan Zuniga,Tigre,13.0,1.0,0,"5' 7""",155 lbs.,"70""",Orthodox,4-Apr-92,3.93,52%,1.8,61%,0.0,0%,57%,1.0,,,,,,,,,,,,,,,,,,,,left_only,13,1,0,"5' 7""",155 lbs.,"70""",Orthodox,4-Apr-92,3.93,52%,1.8,61%,0.0,0%,57%,1.0
Allen Berube,Monstah Lobstah,4.0,3.0,0,"5' 8""",155 lbs.,--,Orthodox,25-Aug-74,0.92,80%,0.92,33%,6.87,100%,0%,3.4,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"5' 8""",155 lbs.,--,Orthodox,25-Aug-74,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Alonzo Martinez,Zo Diddy,42.0,20.0,1,"5' 10""",155 lbs.,--,,22-Apr-84,3.07,27%,7.33,52%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,42,20,1,"5' 10""",155 lbs.,--,,22-Apr-84,3.07,27%,7.33,52%,0.0,0%,0%,0.0
Alonzo Menifield,Atomic,15.0,3.0,1,"6' 0""",205 lbs.,"76""",Orthodox,18-Oct-87,3.92,57%,3.51,49%,0.67,33%,75%,0.3,,,,,,,,,,,,,,,,,,,,left_only,15,3,1,"6' 0""",205 lbs.,"76""",Orthodox,18-Oct-87,3.92,57%,3.51,49%,0.67,33%,75%,0.3
Alvaro Herrera Mendoza,Chango,9.0,6.0,0,"6' 0""",155 lbs.,"74""",Orthodox,14-May-90,1.89,38%,3.4,55%,0.0,0%,33%,1.1,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"6' 0""",155 lbs.,"74""",Orthodox,14-May-90,1.89,38%,3.4,55%,0.0,0%,33%,1.1
Alvin Cacdac,-,18.0,13.0,0,"5' 6""",125 lbs.,--,Orthodox,--,1.21,66%,0.61,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,13,0,"5' 6""",125 lbs.,--,Orthodox,--,1.21,66%,0.61,0%,0.0,0%,0%,0.0
Alvin Robinson,-,15.0,9.0,0,"5' 9""",155 lbs.,"68""",Southpaw,16-Jul-82,1.57,50%,1.29,51%,1.24,50%,25%,1.2,,,,,,,,,,,,,,,,,,,,left_only,15,9,0,"5' 9""",155 lbs.,"68""",Southpaw,16-Jul-82,1.57,50%,1.29,51%,1.24,50%,25%,1.2
Amador Ramirez,-,5.0,4.0,0,--,135 lbs.,--,,14-Jun-90,4.93,51%,2.07,69%,1.0,33%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,4,0,--,135 lbs.,--,,14-Jun-90,4.93,51%,2.07,69%,1.0,33%,0%,0.0
Amanda Lemos,-,13.0,3.0,1,"5' 4""",115 lbs.,"65""",Southpaw,22-May-87,3.54,55%,4.66,42%,0.82,55%,55%,0.8,,,,,,,,,,,,,,,,,,,,left_only,13,3,1,"5' 4""",115 lbs.,"65""",Southpaw,22-May-87,3.54,55%,4.66,42%,0.82,55%,55%,0.8
Amanda Ribas,-,12.0,4.0,0,"5' 3""",125 lbs.,"66""",Orthodox,26-Aug-93,4.92,42%,3.33,63%,1.99,51%,87%,0.8,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"5' 3""",125 lbs.,"66""",Orthodox,26-Aug-93,4.92,42%,3.33,63%,1.99,51%,87%,0.8
Amar Suloev,-,24.0,7.0,0,"5' 9""",183 lbs.,--,Orthodox,1-Jul-76,1.98,37%,2.19,70%,0.27,100%,88%,0.3,,,,,,,,,,,,,,,,,,,,left_only,24,7,0,"5' 9""",183 lbs.,--,Orthodox,1-Jul-76,1.98,37%,2.19,70%,0.27,100%,88%,0.3
Amaury Bitetti,-,5.0,2.0,0,"5' 9""",185 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 9""",185 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Amber Tackett,-,1.0,3.0,0,--,115 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,3,0,--,115 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Amilcar Alves,-,15.0,12.0,0,"6' 0""",170 lbs.,--,Southpaw,8-Aug-88,0.5,46%,2.02,30%,0.0,0%,53%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,12,0,"6' 0""",170 lbs.,--,Southpaw,8-Aug-88,0.5,46%,2.02,30%,0.0,0%,53%,0.0
Amir Aliakbari,-,10.0,1.0,0,"6' 3""",250 lbs.,--,,10-Jun-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,1,0,"6' 3""",250 lbs.,--,,10-Jun-84,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Amir Rahnavardi,-,11.0,10.0,0,"6' 0""",205 lbs.,--,Orthodox,7-Dec-74,0.67,25%,0.0,100%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,10,0,"6' 0""",205 lbs.,--,Orthodox,7-Dec-74,0.67,25%,0.0,100%,0.0,0%,50%,0.0
Amir Sadollah,-,6.0,5.0,0,"5' 10""",170 lbs.,"75""",Orthodox,27-Aug-80,4.71,46%,3.55,60%,0.57,27%,60%,0.3,,,,,,,,,,,,,,,,,,,,left_only,6,5,0,"5' 10""",170 lbs.,"75""",Orthodox,27-Aug-80,4.71,46%,3.55,60%,0.57,27%,60%,0.3
Amiran Gogoladze,-,14.0,3.0,0,"6' 1""",170 lbs.,"74""",Switch,9-Dec-97,1.64,66%,0.82,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,3,0,"6' 1""",170 lbs.,"74""",Switch,9-Dec-97,1.64,66%,0.82,0%,0.0,0%,0%,0.0
Anatoly Tokov,-,25.0,2.0,0,"5' 10""",185 lbs.,--,,17-Feb-90,3.51,72%,0.54,66%,2.03,100%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,25,2,0,"5' 10""",185 lbs.,--,,17-Feb-90,3.51,72%,0.54,66%,2.03,100%,100%,0.0
Anderson Dos Santos,Berinja,21.0,9.0,0,"5' 5""",135 lbs.,"70""",Orthodox,24-Jul-85,2.7,25%,5.37,49%,0.98,14%,66%,0.7,,,,,,,,,,,,,,,,,,,,left_only,21,9,0,"5' 5""",135 lbs.,"70""",Orthodox,24-Jul-85,2.7,25%,5.37,49%,0.98,14%,66%,0.7
Andre Amado,Dida,6.0,4.0,1,"6' 0""",154 lbs.,--,Orthodox,--,2.27,24%,5.91,63%,0.0,0%,20%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,1,"6' 0""",154 lbs.,--,Orthodox,--,2.27,24%,5.91,63%,0.0,0%,20%,0.0
Andre Fialho,-,16.0,8.0,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,7-Apr-94,3.3,41%,6.26,45%,0.25,100%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,8,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,7-Apr-94,3.3,41%,6.26,45%,0.25,100%,66%,0.0
Andre Galvao,-,5.0,2.0,0,"5' 7""",168 lbs.,--,Orthodox,29-Sep-82,2.34,52%,1.56,58%,2.02,27%,0%,2.8,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 7""",168 lbs.,--,Orthodox,29-Sep-82,2.34,52%,1.56,58%,2.02,27%,0%,2.8
Andre Gusmao,-,6.0,3.0,0,"6' 0""",205 lbs.,--,Orthodox,19-May-77,2.79,43%,3.28,60%,0.0,0%,60%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,"6' 0""",205 lbs.,--,Orthodox,19-May-77,2.79,43%,3.28,60%,0.0,0%,60%,0.0
Andre Lima,Mascote,7.0,0.0,0,"5' 7""",125 lbs.,"67""",Orthodox,4-Feb-99,4.07,66%,1.67,67%,1.0,100%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,0,0,"5' 7""",125 lbs.,"67""",Orthodox,4-Feb-99,4.07,66%,1.67,67%,1.0,100%,100%,0.0
Andre Muniz,Sergipano,24.0,6.0,0,"6' 1""",185 lbs.,"78""",Southpaw,17-Feb-90,1.97,50%,1.99,54%,4.23,50%,35%,1.2,,,,,,,,,,,,,,,,,,,,left_only,24,6,0,"6' 1""",185 lbs.,"78""",Southpaw,17-Feb-90,1.97,50%,1.99,54%,4.23,50%,35%,1.2
Andre Mussi,-,11.0,5.0,0,"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,10.59,35%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,5,0,"6' 3""",242 lbs.,--,Orthodox,--,0.0,0%,10.59,35%,0.0,0%,0%,0.0
Andre Pederneiras,-,1.0,1.0,2,"5' 8""",155 lbs.,--,Orthodox,22-Mar-67,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,2,"5' 8""",155 lbs.,--,Orthodox,22-Mar-67,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andre Petroski,-,10.0,3.0,0,"6' 0""",185 lbs.,"73""",Switch,12-Jun-91,3.61,51%,3.03,51%,4.48,54%,71%,2.5,,,,,,,,,,,,,,,,,,,,left_only,10,3,0,"6' 0""",185 lbs.,"73""",Switch,12-Jun-91,3.61,51%,3.03,51%,4.48,54%,71%,2.5
Andre Roberts,The Chief,14.0,2.0,1,"6' 2""",345 lbs.,--,Orthodox,24-Feb-65,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,2,1,"6' 2""",345 lbs.,--,Orthodox,24-Feb-65,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andre Santos,Chatuba,38.0,10.0,0,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.5,29%,75%,0.0,,,,,,,,,,,,,,,,,,,,left_only,38,10,0,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.5,29%,75%,0.0
Andre Walker,-,1.0,5.0,0,"5' 11""",205 lbs.,--,Southpaw,--,2.28,31%,4.36,34%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,5,0,"5' 11""",205 lbs.,--,Southpaw,--,2.28,31%,4.36,34%,0.0,0%,0%,0.0
Andre Winner,-,21.0,11.0,2,"5' 11""",155 lbs.,"73""",Orthodox,9-Nov-81,2.52,33%,4.57,51%,0.0,0%,74%,0.0,,,,,,,,,,,,,,,,,,,,left_only,21,11,2,"5' 11""",155 lbs.,"73""",Orthodox,9-Nov-81,2.52,33%,4.57,51%,0.0,0%,74%,0.0
Andreas Michailidis,The Spartan,13.0,6.0,0,"6' 0""",170 lbs.,"76""",Orthodox,18-Jul-88,2.9,51%,3.57,44%,1.12,27%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,6,0,"6' 0""",170 lbs.,"76""",Orthodox,18-Jul-88,2.9,51%,3.57,44%,1.12,27%,50%,0.0
Andreas Spang,Sweet Swede,9.0,3.0,0,"6' 1""",185 lbs.,--,,7-Nov-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,3,0,"6' 1""",185 lbs.,--,,7-Nov-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrei Arlovski,The Pitbull,34.0,23.0,0 (2 NC),"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.78,45%,3.2,57%,0.38,36%,76%,0.2,,,,,,,,,,,,,,,,,,,,left_only,34,23,0 (2 NC),"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.78,45%,3.2,57%,0.38,36%,76%,0.2
Andrei Kopylov,-,6.0,11.0,0,"6' 2""",265 lbs.,--,Orthodox,16-Jul-65,0.33,66%,4.31,40%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,11,0,"6' 2""",265 lbs.,--,Orthodox,16-Jul-65,0.33,66%,4.31,40%,0.0,0%,0%,0.0
Andrei Semenov,-,34.0,9.0,2,"6' 0""",185 lbs.,--,Orthodox,17-Jun-77,0.78,15%,2.44,60%,1.74,80%,55%,0.4,,,,,,,,,,,,,,,,,,,,left_only,34,9,2,"6' 0""",185 lbs.,--,Orthodox,17-Jun-77,0.78,15%,2.44,60%,1.74,80%,55%,0.4
Andrew Holbrook,-,12.0,3.0,0,"5' 11""",155 lbs.,"70""",Southpaw,6-Feb-86,2.2,49%,3.0,54%,0.85,18%,10%,2.1,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"5' 11""",155 lbs.,"70""",Southpaw,6-Feb-86,2.2,49%,3.0,54%,0.85,18%,10%,2.1
Andrew Martinez,Mickey D,9.0,6.0,0,"5' 9""",215 lbs.,--,,--,3.4,31%,2.3,47%,1.5,50%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,6,0,"5' 9""",215 lbs.,--,,--,3.4,31%,2.3,47%,1.5,50%,0%,0.0
Andrew Montanez,-,9.0,12.0,1,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,12,1,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrew Ramm,The,4.0,4.0,0,"6' 1""",160 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,4,0,"6' 1""",160 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrew Valladerez,-,5.0,7.0,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,7,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andrews Nakahara,-,5.0,4.0,2,"6' 1""",185 lbs.,--,Orthodox,12-Mar-83,2.68,44%,1.9,57%,0.0,0%,72%,0.4,,,,,,,,,,,,,,,,,,,,left_only,5,4,2,"6' 1""",185 lbs.,--,Orthodox,12-Mar-83,2.68,44%,1.9,57%,0.0,0%,72%,0.4
Andrey Koreshkov,Spartan,19.0,2.0,0,"6' 0""",170 lbs.,--,,23-Aug-90,2.84,39%,1.92,63%,4.8,53%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,2,0,"6' 0""",170 lbs.,--,,23-Aug-90,2.84,39%,1.92,63%,4.8,53%,0%,0.0
Andy Anderson,The Hammer,0.0,1.0,0,"5' 6""",240 lbs.,--,,16-Jul-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 6""",240 lbs.,--,,16-Jul-74,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Andy Enz,Tank Mode,10.0,4.0,0,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,3.51,23%,5.32,57%,0.0,0%,58%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,4,0,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,3.51,23%,5.32,57%,0.0,0%,58%,0.0
Andy Murad,The Tooth Fairy,15.0,2.0,0,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,2,0,"5' 9""",185 lbs.,--,,--,2.6,76%,2.87,32%,1.0,20%,42%,0.0
